max_depth,criterian,splitter,max_features,class_weight_o,class_weight_1,ccp_alpha,accuracy,precision,recall,f1_score,roc_auc
9,entropy,best,0.8,3,6,0.01,0.837,0.78,0.886,0.83,0.902
9,entropy,best,0.8,4,8,0.0,0.869,0.814,0.917,0.862,0.949
9,entropy,best,0.8,4,8,0.001,0.857,0.802,0.905,0.85,0.936
9,entropy,best,0.8,4,8,0.01,0.837,0.78,0.886,0.83,0.904
9,entropy,best,0.8,5,10,0.0,0.872,0.825,0.908,0.864,0.949
9,entropy,best,0.8,5,10,0.001,0.852,0.787,0.917,0.847,0.936
9,entropy,best,0.8,5,10,0.01,0.837,0.78,0.886,0.83,0.904
9,entropy,best,0.7,1,2,0.0,0.868,0.812,0.917,0.861,0.948
9,entropy,best,0.7,1,2,0.001,0.854,0.793,0.913,0.849,0.936
9,entropy,best,0.7,1,2,0.01,0.827,0.766,0.884,0.821,0.903
9,entropy,best,0.7,2,4,0.0,0.867,0.811,0.918,0.861,0.949
9,entropy,best,0.7,2,4,0.001,0.854,0.791,0.915,0.849,0.935
9,entropy,best,0.7,2,4,0.01,0.829,0.782,0.856,0.817,0.896
9,entropy,best,0.7,3,6,0.0,0.869,0.817,0.913,0.862,0.948
9,entropy,best,0.7,3,6,0.001,0.847,0.778,0.921,0.844,0.937
9,entropy,best,0.7,3,6,0.01,0.837,0.78,0.886,0.83,0.902
9,entropy,best,0.7,4,8,0.0,0.871,0.822,0.91,0.864,0.948
9,entropy,best,0.7,4,8,0.001,0.85,0.791,0.906,0.844,0.936
9,entropy,best,0.7,4,8,0.01,0.837,0.78,0.886,0.83,0.908
9,entropy,best,0.7,5,10,0.0,0.872,0.824,0.908,0.864,0.948
9,entropy,best,0.7,5,10,0.001,0.85,0.785,0.915,0.845,0.936
9,entropy,best,0.7,5,10,0.01,0.837,0.78,0.886,0.83,0.902
9,entropy,best,0.6,1,2,0.0,0.871,0.821,0.911,0.864,0.948
9,entropy,best,0.6,1,2,0.001,0.855,0.797,0.908,0.849,0.934
9,entropy,best,0.6,1,2,0.01,0.836,0.77,0.905,0.832,0.9
9,entropy,best,0.6,2,4,0.0,0.869,0.817,0.912,0.862,0.948
9,entropy,best,0.6,2,4,0.001,0.855,0.798,0.906,0.848,0.935
9,entropy,best,0.6,2,4,0.01,0.837,0.78,0.886,0.83,0.902
9,entropy,best,0.6,3,6,0.0,0.871,0.825,0.905,0.863,0.948
9,entropy,best,0.6,3,6,0.001,0.848,0.782,0.917,0.844,0.935
9,entropy,best,0.6,3,6,0.01,0.826,0.766,0.881,0.82,0.9
9,entropy,best,0.6,4,8,0.0,0.869,0.818,0.91,0.862,0.948
9,entropy,best,0.6,4,8,0.001,0.85,0.785,0.915,0.845,0.935
9,entropy,best,0.6,4,8,0.01,0.832,0.767,0.898,0.827,0.902
9,entropy,best,0.6,5,10,0.0,0.869,0.817,0.911,0.862,0.948
9,entropy,best,0.6,5,10,0.001,0.857,0.801,0.906,0.85,0.935
9,entropy,best,0.6,5,10,0.01,0.835,0.781,0.879,0.827,0.893
9,entropy,best,0.5,1,2,0.0,0.865,0.812,0.91,0.858,0.946
9,entropy,best,0.5,1,2,0.001,0.86,0.814,0.892,0.851,0.933
9,entropy,best,0.5,1,2,0.01,0.835,0.782,0.877,0.827,0.902
9,entropy,best,0.5,2,4,0.0,0.868,0.815,0.911,0.86,0.947
9,entropy,best,0.5,2,4,0.001,0.858,0.804,0.904,0.851,0.936
9,entropy,best,0.5,2,4,0.01,0.826,0.766,0.881,0.82,0.9
9,entropy,best,0.5,3,6,0.0,0.87,0.82,0.909,0.862,0.947
9,entropy,best,0.5,3,6,0.001,0.852,0.792,0.907,0.846,0.934
9,entropy,best,0.5,3,6,0.01,0.824,0.777,0.85,0.812,0.899
9,entropy,best,0.5,4,8,0.0,0.871,0.822,0.908,0.863,0.947
9,entropy,best,0.5,4,8,0.001,0.853,0.793,0.91,0.847,0.933
9,entropy,best,0.5,4,8,0.01,0.837,0.78,0.886,0.83,0.9
9,entropy,best,0.5,5,10,0.0,0.869,0.819,0.908,0.861,0.947
9,entropy,best,0.5,5,10,0.001,0.845,0.776,0.919,0.842,0.933
9,entropy,best,0.5,5,10,0.01,0.825,0.744,0.927,0.826,0.904
9,entropy,random,sqrt,1,2,0.0,0.84,0.781,0.894,0.834,0.922
9,entropy,random,sqrt,1,2,0.001,0.818,0.759,0.868,0.81,0.91
9,entropy,random,sqrt,1,2,0.01,0.82,0.767,0.859,0.81,0.89
9,entropy,random,sqrt,2,4,0.0,0.846,0.789,0.896,0.839,0.93
9,entropy,random,sqrt,2,4,0.001,0.838,0.785,0.879,0.83,0.917
9,entropy,random,sqrt,2,4,0.01,0.825,0.849,0.74,0.791,0.874
9,entropy,random,sqrt,3,6,0.0,0.84,0.78,0.897,0.834,0.921
9,entropy,random,sqrt,3,6,0.001,0.836,0.776,0.891,0.829,0.919
9,entropy,random,sqrt,3,6,0.01,0.804,0.739,0.867,0.798,0.874
9,entropy,random,sqrt,4,8,0.0,0.837,0.776,0.893,0.83,0.922
9,entropy,random,sqrt,4,8,0.001,0.839,0.774,0.904,0.834,0.915
9,entropy,random,sqrt,4,8,0.01,0.8,0.811,0.722,0.764,0.828
9,entropy,random,sqrt,5,10,0.0,0.847,0.804,0.871,0.837,0.923
9,entropy,random,sqrt,5,10,0.001,0.837,0.786,0.873,0.828,0.913
9,entropy,random,sqrt,5,10,0.01,0.787,0.72,0.861,0.784,0.875
9,entropy,random,log2,1,2,0.0,0.845,0.789,0.893,0.838,0.929
9,entropy,random,log2,1,2,0.001,0.835,0.792,0.858,0.824,0.908
9,entropy,random,log2,1,2,0.01,0.828,0.801,0.821,0.811,0.894
9,entropy,random,log2,2,4,0.0,0.844,0.786,0.896,0.837,0.928
9,entropy,random,log2,2,4,0.001,0.822,0.766,0.868,0.814,0.906
9,entropy,random,log2,2,4,0.01,0.793,0.755,0.795,0.775,0.853
9,entropy,random,log2,3,6,0.0,0.849,0.815,0.858,0.836,0.925
9,entropy,random,log2,3,6,0.001,0.845,0.801,0.869,0.834,0.918
9,entropy,random,log2,3,6,0.01,0.81,0.749,0.866,0.803,0.836
9,entropy,random,log2,4,8,0.0,0.829,0.765,0.892,0.824,0.919
9,entropy,random,log2,4,8,0.001,0.83,0.762,0.904,0.827,0.913
9,entropy,random,log2,4,8,0.01,0.817,0.787,0.811,0.799,0.866
9,entropy,random,log2,5,10,0.0,0.843,0.775,0.917,0.84,0.932
9,entropy,random,log2,5,10,0.001,0.827,0.756,0.906,0.824,0.918
9,entropy,random,log2,5,10,0.01,0.808,0.765,0.823,0.793,0.868
9,entropy,random,,1,2,0.0,0.867,0.814,0.911,0.86,0.946
9,entropy,random,,1,2,0.001,0.848,0.784,0.913,0.844,0.931
9,entropy,random,,1,2,0.01,0.831,0.767,0.895,0.826,0.898
9,entropy,random,,2,4,0.0,0.861,0.799,0.921,0.856,0.946
9,entropy,random,,2,4,0.001,0.852,0.792,0.908,0.846,0.933
9,entropy,random,,2,4,0.01,0.826,0.766,0.881,0.82,0.897
9,entropy,random,,3,6,0.0,0.866,0.812,0.912,0.859,0.946
9,entropy,random,,3,6,0.001,0.853,0.794,0.907,0.847,0.934
9,entropy,random,,3,6,0.01,0.832,0.772,0.886,0.825,0.901
9,entropy,random,,4,8,0.0,0.87,0.824,0.903,0.862,0.946
9,entropy,random,,4,8,0.001,0.849,0.781,0.92,0.845,0.934
9,entropy,random,,4,8,0.01,0.816,0.764,0.853,0.806,0.886
9,entropy,random,,5,10,0.0,0.865,0.81,0.913,0.858,0.946
9,entropy,random,,5,10,0.001,0.85,0.787,0.911,0.844,0.933
9,entropy,random,,5,10,0.01,0.835,0.793,0.854,0.823,0.893
9,entropy,random,0.8,1,2,0.0,0.865,0.81,0.912,0.858,0.945
9,entropy,random,0.8,1,2,0.001,0.848,0.79,0.899,0.841,0.931
9,entropy,random,0.8,1,2,0.01,0.831,0.768,0.893,0.825,0.905
9,entropy,random,0.8,2,4,0.0,0.861,0.807,0.908,0.854,0.942
9,entropy,random,0.8,2,4,0.001,0.849,0.788,0.906,0.843,0.931
9,entropy,random,0.8,2,4,0.01,0.812,0.734,0.911,0.813,0.887
9,entropy,random,0.8,3,6,0.0,0.865,0.812,0.911,0.858,0.945
9,entropy,random,0.8,3,6,0.001,0.848,0.789,0.901,0.842,0.929
9,entropy,random,0.8,3,6,0.01,0.814,0.741,0.901,0.813,0.885
9,entropy,random,0.8,4,8,0.0,0.861,0.804,0.911,0.855,0.941
9,entropy,random,0.8,4,8,0.001,0.857,0.809,0.892,0.849,0.931
9,entropy,random,0.8,4,8,0.01,0.814,0.737,0.908,0.814,0.894
9,entropy,random,0.8,5,10,0.0,0.866,0.815,0.907,0.858,0.945
9,entropy,random,0.8,5,10,0.001,0.853,0.8,0.895,0.845,0.932
9,entropy,random,0.8,5,10,0.01,0.796,0.717,0.9,0.798,0.88
9,entropy,random,0.7,1,2,0.0,0.855,0.791,0.92,0.851,0.943
9,entropy,random,0.7,1,2,0.001,0.851,0.797,0.897,0.844,0.929
9,entropy,random,0.7,1,2,0.01,0.815,0.741,0.902,0.814,0.9
9,entropy,random,0.7,2,4,0.0,0.861,0.805,0.91,0.854,0.942
9,entropy,random,0.7,2,4,0.001,0.844,0.772,0.925,0.842,0.931
9,entropy,random,0.7,2,4,0.01,0.788,0.695,0.942,0.8,0.895
9,entropy,random,0.7,3,6,0.0,0.863,0.808,0.911,0.856,0.944
9,entropy,random,0.7,3,6,0.001,0.851,0.799,0.891,0.842,0.927
9,entropy,random,0.7,3,6,0.01,0.811,0.738,0.899,0.81,0.886
9,entropy,random,0.7,4,8,0.0,0.856,0.796,0.915,0.851,0.943
9,entropy,random,0.7,4,8,0.001,0.861,0.82,0.883,0.85,0.93
9,entropy,random,0.7,4,8,0.01,0.826,0.8,0.814,0.807,0.884
9,entropy,random,0.7,5,10,0.0,0.858,0.795,0.919,0.853,0.943
9,entropy,random,0.7,5,10,0.001,0.839,0.77,0.914,0.836,0.927
9,entropy,random,0.7,5,10,0.01,0.817,0.749,0.891,0.814,0.899
9,entropy,random,0.6,1,2,0.0,0.859,0.801,0.911,0.853,0.942
9,entropy,random,0.6,1,2,0.001,0.839,0.77,0.914,0.836,0.928
9,entropy,random,0.6,1,2,0.01,0.796,0.717,0.9,0.798,0.877
9,entropy,random,0.6,2,4,0.0,0.861,0.819,0.885,0.85,0.938
9,entropy,random,0.6,2,4,0.001,0.846,0.793,0.889,0.838,0.928
9,entropy,random,0.6,2,4,0.01,0.828,0.781,0.858,0.818,0.901
9,entropy,random,0.6,3,6,0.0,0.86,0.804,0.908,0.853,0.942
9,entropy,random,0.6,3,6,0.001,0.854,0.801,0.897,0.846,0.93
9,entropy,random,0.6,3,6,0.01,0.801,0.713,0.933,0.808,0.907
9,entropy,random,0.6,4,8,0.0,0.858,0.801,0.907,0.851,0.942
9,entropy,random,0.6,4,8,0.001,0.844,0.778,0.911,0.839,0.927
9,entropy,random,0.6,4,8,0.01,0.759,0.673,0.901,0.77,0.874
9,entropy,random,0.6,5,10,0.0,0.857,0.803,0.903,0.85,0.941
9,entropy,random,0.6,5,10,0.001,0.853,0.805,0.886,0.844,0.927
9,entropy,random,0.6,5,10,0.01,0.828,0.801,0.821,0.811,0.898
9,entropy,random,0.5,1,2,0.0,0.854,0.789,0.918,0.849,0.94
9,entropy,random,0.5,1,2,0.001,0.851,0.815,0.864,0.839,0.925
9,entropy,random,0.5,1,2,0.01,0.805,0.737,0.88,0.802,0.901
9,entropy,random,0.5,2,4,0.0,0.862,0.821,0.884,0.851,0.938
9,entropy,random,0.5,2,4,0.001,0.83,0.754,0.922,0.829,0.927
9,entropy,random,0.5,2,4,0.01,0.824,0.794,0.819,0.806,0.889
9,entropy,random,0.5,3,6,0.0,0.86,0.806,0.905,0.853,0.938
9,entropy,random,0.5,3,6,0.001,0.841,0.791,0.875,0.831,0.923
9,entropy,random,0.5,3,6,0.01,0.809,0.761,0.837,0.797,0.881
9,entropy,random,0.5,4,8,0.0,0.846,0.789,0.896,0.839,0.933
9,entropy,random,0.5,4,8,0.001,0.842,0.775,0.911,0.837,0.927
9,entropy,random,0.5,4,8,0.01,0.829,0.776,0.869,0.82,0.894
9,entropy,random,0.5,5,10,0.0,0.856,0.8,0.904,0.849,0.939
9,entropy,random,0.5,5,10,0.001,0.842,0.779,0.905,0.837,0.929
9,entropy,random,0.5,5,10,0.01,0.789,0.706,0.909,0.794,0.875
9,log_loss,best,sqrt,1,2,0.0,0.86,0.808,0.901,0.852,0.941
9,log_loss,best,sqrt,1,2,0.001,0.83,0.758,0.912,0.828,0.924
9,log_loss,best,sqrt,1,2,0.01,0.825,0.76,0.889,0.82,0.892
9,log_loss,best,sqrt,2,4,0.0,0.851,0.799,0.892,0.843,0.935
9,log_loss,best,sqrt,2,4,0.001,0.845,0.782,0.907,0.84,0.928
9,log_loss,best,sqrt,2,4,0.01,0.788,0.717,0.872,0.787,0.884
9,log_loss,best,sqrt,3,6,0.0,0.857,0.805,0.898,0.849,0.939
9,log_loss,best,sqrt,3,6,0.001,0.849,0.8,0.884,0.84,0.929
9,log_loss,best,sqrt,3,6,0.01,0.794,0.733,0.85,0.787,0.875
9,log_loss,best,sqrt,4,8,0.0,0.864,0.814,0.902,0.856,0.94
9,log_loss,best,sqrt,4,8,0.001,0.838,0.764,0.922,0.836,0.926
9,log_loss,best,sqrt,4,8,0.01,0.827,0.772,0.872,0.819,0.89
9,log_loss,best,sqrt,5,10,0.0,0.857,0.804,0.9,0.849,0.939
9,log_loss,best,sqrt,5,10,0.001,0.849,0.801,0.884,0.84,0.923
9,log_loss,best,sqrt,5,10,0.01,0.829,0.776,0.869,0.82,0.894
9,log_loss,best,log2,1,2,0.0,0.859,0.806,0.902,0.851,0.939
9,log_loss,best,log2,1,2,0.001,0.84,0.792,0.872,0.83,0.919
9,log_loss,best,log2,1,2,0.01,0.746,0.645,0.964,0.773,0.854
9,log_loss,best,log2,2,4,0.0,0.858,0.805,0.901,0.85,0.939
9,log_loss,best,log2,2,4,0.001,0.85,0.796,0.893,0.842,0.927
9,log_loss,best,log2,2,4,0.01,0.788,0.717,0.872,0.787,0.891
9,log_loss,best,log2,3,6,0.0,0.853,0.798,0.901,0.846,0.936
9,log_loss,best,log2,3,6,0.001,0.837,0.786,0.874,0.828,0.918
9,log_loss,best,log2,3,6,0.01,0.768,0.682,0.901,0.776,0.853
9,log_loss,best,log2,4,8,0.0,0.862,0.809,0.905,0.854,0.94
9,log_loss,best,log2,4,8,0.001,0.835,0.763,0.917,0.833,0.927
9,log_loss,best,log2,4,8,0.01,0.747,0.65,0.941,0.769,0.872
9,log_loss,best,log2,5,10,0.0,0.856,0.803,0.901,0.849,0.939
9,log_loss,best,log2,5,10,0.001,0.839,0.777,0.9,0.834,0.928
9,log_loss,best,log2,5,10,0.01,0.82,0.776,0.842,0.807,0.879
9,log_loss,best,,1,2,0.0,0.869,0.815,0.915,0.862,0.949
9,log_loss,best,,1,2,0.001,0.852,0.789,0.915,0.847,0.937
9,log_loss,best,,1,2,0.01,0.837,0.78,0.886,0.83,0.902
9,log_loss,best,,2,4,0.0,0.869,0.815,0.915,0.862,0.949
9,log_loss,best,,2,4,0.001,0.852,0.789,0.915,0.847,0.937
9,log_loss,best,,2,4,0.01,0.837,0.78,0.886,0.83,0.902
9,log_loss,best,,3,6,0.0,0.869,0.815,0.915,0.862,0.949
9,log_loss,best,,3,6,0.001,0.852,0.789,0.915,0.847,0.937
9,log_loss,best,,3,6,0.01,0.837,0.78,0.886,0.83,0.902
9,log_loss,best,,4,8,0.0,0.869,0.815,0.915,0.862,0.949
9,log_loss,best,,4,8,0.001,0.852,0.789,0.915,0.847,0.937
9,log_loss,best,,4,8,0.01,0.837,0.78,0.886,0.83,0.902
9,log_loss,best,,5,10,0.0,0.869,0.815,0.915,0.862,0.949
9,log_loss,best,,5,10,0.001,0.852,0.789,0.915,0.847,0.937
9,log_loss,best,,5,10,0.01,0.837,0.78,0.886,0.83,0.902
9,log_loss,best,0.8,1,2,0.0,0.869,0.815,0.914,0.862,0.949
9,log_loss,best,0.8,1,2,0.001,0.85,0.785,0.915,0.845,0.937
9,log_loss,best,0.8,1,2,0.01,0.832,0.767,0.898,0.827,0.902
9,log_loss,best,0.8,2,4,0.0,0.87,0.818,0.913,0.863,0.949
9,log_loss,best,0.8,2,4,0.001,0.852,0.788,0.915,0.847,0.936
9,log_loss,best,0.8,2,4,0.01,0.837,0.78,0.886,0.83,0.905
9,log_loss,best,0.8,3,6,0.0,0.873,0.827,0.906,0.865,0.949
9,log_loss,best,0.8,3,6,0.001,0.858,0.799,0.912,0.852,0.935
9,log_loss,best,0.8,3,6,0.01,0.837,0.78,0.886,0.83,0.902
9,log_loss,best,0.8,4,8,0.0,0.868,0.812,0.917,0.861,0.949
9,log_loss,best,0.8,4,8,0.001,0.849,0.781,0.921,0.845,0.937
9,log_loss,best,0.8,4,8,0.01,0.837,0.78,0.886,0.83,0.902
9,log_loss,best,0.8,5,10,0.0,0.871,0.821,0.91,0.863,0.949
9,log_loss,best,0.8,5,10,0.001,0.859,0.808,0.899,0.851,0.936
9,log_loss,best,0.8,5,10,0.01,0.837,0.78,0.886,0.83,0.901
9,log_loss,best,0.7,1,2,0.0,0.869,0.816,0.914,0.862,0.948
9,log_loss,best,0.7,1,2,0.001,0.856,0.796,0.914,0.851,0.935
9,log_loss,best,0.7,1,2,0.01,0.83,0.76,0.907,0.827,0.901
9,log_loss,best,0.7,2,4,0.0,0.872,0.822,0.911,0.864,0.949
9,log_loss,best,0.7,2,4,0.001,0.855,0.792,0.915,0.85,0.937
9,log_loss,best,0.7,2,4,0.01,0.832,0.767,0.898,0.827,0.902
9,log_loss,best,0.7,3,6,0.0,0.868,0.814,0.916,0.862,0.949
9,log_loss,best,0.7,3,6,0.001,0.859,0.805,0.902,0.851,0.936
9,log_loss,best,0.7,3,6,0.01,0.837,0.78,0.886,0.83,0.902
9,log_loss,best,0.7,4,8,0.0,0.869,0.815,0.914,0.862,0.949
9,log_loss,best,0.7,4,8,0.001,0.852,0.79,0.913,0.847,0.936
9,log_loss,best,0.7,4,8,0.01,0.831,0.8,0.831,0.815,0.904
9,log_loss,best,0.7,5,10,0.0,0.87,0.818,0.913,0.863,0.949
9,log_loss,best,0.7,5,10,0.001,0.852,0.789,0.914,0.847,0.935
9,log_loss,best,0.7,5,10,0.01,0.837,0.78,0.886,0.83,0.909
9,log_loss,best,0.6,1,2,0.0,0.867,0.812,0.915,0.861,0.948
9,log_loss,best,0.6,1,2,0.001,0.851,0.787,0.915,0.846,0.935
9,log_loss,best,0.6,1,2,0.01,0.837,0.78,0.886,0.83,0.902
9,log_loss,best,0.6,2,4,0.0,0.869,0.818,0.909,0.861,0.948
9,log_loss,best,0.6,2,4,0.001,0.861,0.815,0.892,0.852,0.936
9,log_loss,best,0.6,2,4,0.01,0.836,0.781,0.882,0.829,0.905
9,log_loss,best,0.6,3,6,0.0,0.87,0.818,0.912,0.863,0.948
9,log_loss,best,0.6,3,6,0.001,0.857,0.802,0.905,0.85,0.936
9,log_loss,best,0.6,3,6,0.01,0.837,0.78,0.886,0.83,0.901
9,log_loss,best,0.6,4,8,0.0,0.867,0.813,0.912,0.86,0.947
9,log_loss,best,0.6,4,8,0.001,0.856,0.801,0.904,0.849,0.937
9,log_loss,best,0.6,4,8,0.01,0.837,0.78,0.886,0.83,0.905
9,log_loss,best,0.6,5,10,0.0,0.869,0.817,0.911,0.861,0.948
9,log_loss,best,0.6,5,10,0.001,0.846,0.776,0.921,0.843,0.935
9,log_loss,best,0.6,5,10,0.01,0.837,0.78,0.886,0.83,0.913
9,log_loss,best,0.5,1,2,0.0,0.867,0.815,0.911,0.86,0.947
9,log_loss,best,0.5,1,2,0.001,0.85,0.787,0.913,0.845,0.937
9,log_loss,best,0.5,1,2,0.01,0.83,0.76,0.907,0.827,0.901
9,log_loss,best,0.5,2,4,0.0,0.866,0.809,0.915,0.859,0.948
9,log_loss,best,0.5,2,4,0.001,0.848,0.784,0.911,0.843,0.933
9,log_loss,best,0.5,2,4,0.01,0.826,0.766,0.881,0.82,0.891
9,log_loss,best,0.5,3,6,0.0,0.869,0.817,0.912,0.862,0.946
9,log_loss,best,0.5,3,6,0.001,0.851,0.784,0.921,0.847,0.933
9,log_loss,best,0.5,3,6,0.01,0.829,0.782,0.856,0.817,0.904
9,log_loss,best,0.5,4,8,0.0,0.869,0.817,0.91,0.861,0.947
9,log_loss,best,0.5,4,8,0.001,0.853,0.799,0.896,0.845,0.933
9,log_loss,best,0.5,4,8,0.01,0.83,0.787,0.849,0.817,0.897
9,log_loss,best,0.5,5,10,0.0,0.867,0.811,0.915,0.86,0.947
9,log_loss,best,0.5,5,10,0.001,0.849,0.784,0.913,0.844,0.934
9,log_loss,best,0.5,5,10,0.01,0.854,0.824,0.858,0.841,0.909
9,log_loss,random,sqrt,1,2,0.0,0.825,0.756,0.901,0.822,0.919
9,log_loss,random,sqrt,1,2,0.001,0.826,0.759,0.896,0.822,0.916
9,log_loss,random,sqrt,1,2,0.01,0.789,0.706,0.909,0.794,0.874
9,log_loss,random,sqrt,2,4,0.0,0.847,0.795,0.889,0.839,0.928
9,log_loss,random,sqrt,2,4,0.001,0.821,0.761,0.876,0.814,0.91
9,log_loss,random,sqrt,2,4,0.01,0.799,0.765,0.797,0.78,0.846
9,log_loss,random,sqrt,3,6,0.0,0.83,0.761,0.903,0.826,0.925
9,log_loss,random,sqrt,3,6,0.001,0.826,0.764,0.885,0.82,0.907
9,log_loss,random,sqrt,3,6,0.01,0.816,0.768,0.846,0.805,0.866
9,log_loss,random,sqrt,4,8,0.0,0.84,0.791,0.873,0.83,0.924
9,log_loss,random,sqrt,4,8,0.001,0.827,0.76,0.895,0.822,0.913
9,log_loss,random,sqrt,4,8,0.01,0.81,0.74,0.889,0.808,0.881
9,log_loss,random,sqrt,5,10,0.0,0.852,0.801,0.893,0.844,0.929
9,log_loss,random,sqrt,5,10,0.001,0.844,0.794,0.88,0.835,0.92
9,log_loss,random,sqrt,5,10,0.01,0.802,0.73,0.886,0.8,0.878
9,log_loss,random,log2,1,2,0.0,0.847,0.792,0.894,0.84,0.931
9,log_loss,random,log2,1,2,0.001,0.83,0.765,0.897,0.826,0.916
9,log_loss,random,log2,1,2,0.01,0.815,0.792,0.796,0.794,0.866
9,log_loss,random,log2,2,4,0.0,0.833,0.766,0.903,0.829,0.921
9,log_loss,random,log2,2,4,0.001,0.829,0.767,0.89,0.824,0.91
9,log_loss,random,log2,2,4,0.01,0.785,0.689,0.946,0.797,0.888
9,log_loss,random,log2,3,6,0.0,0.856,0.802,0.901,0.849,0.937
9,log_loss,random,log2,3,6,0.001,0.842,0.79,0.883,0.834,0.918
9,log_loss,random,log2,3,6,0.01,0.785,0.718,0.856,0.781,0.863
9,log_loss,random,log2,4,8,0.0,0.859,0.822,0.873,0.847,0.926
9,log_loss,random,log2,4,8,0.001,0.842,0.779,0.904,0.837,0.923
9,log_loss,random,log2,4,8,0.01,0.783,0.698,0.91,0.79,0.891
9,log_loss,random,log2,5,10,0.0,0.849,0.791,0.901,0.843,0.932
9,log_loss,random,log2,5,10,0.001,0.834,0.781,0.874,0.825,0.914
9,log_loss,random,log2,5,10,0.01,0.81,0.758,0.846,0.8,0.875
9,log_loss,random,,1,2,0.0,0.865,0.811,0.911,0.858,0.946
9,log_loss,random,,1,2,0.001,0.848,0.781,0.918,0.844,0.935
9,log_loss,random,,1,2,0.01,0.834,0.777,0.885,0.827,0.898
9,log_loss,random,,2,4,0.0,0.871,0.826,0.9,0.862,0.946
9,log_loss,random,,2,4,0.001,0.849,0.784,0.915,0.844,0.933
9,log_loss,random,,2,4,0.01,0.829,0.776,0.869,0.82,0.906
9,log_loss,random,,3,6,0.0,0.863,0.803,0.92,0.857,0.946
9,log_loss,random,,3,6,0.001,0.853,0.788,0.918,0.848,0.934
9,log_loss,random,,3,6,0.01,0.829,0.776,0.869,0.82,0.898
9,log_loss,random,,4,8,0.0,0.866,0.815,0.907,0.859,0.945
9,log_loss,random,,4,8,0.001,0.856,0.802,0.901,0.848,0.934
9,log_loss,random,,4,8,0.01,0.822,0.76,0.879,0.815,0.893
9,log_loss,random,,5,10,0.0,0.869,0.82,0.906,0.861,0.945
9,log_loss,random,,5,10,0.001,0.855,0.801,0.9,0.848,0.934
9,log_loss,random,,5,10,0.01,0.838,0.789,0.871,0.828,0.908
9,log_loss,random,0.8,1,2,0.0,0.866,0.82,0.898,0.858,0.944
9,log_loss,random,0.8,1,2,0.001,0.848,0.791,0.9,0.842,0.931
9,log_loss,random,0.8,1,2,0.01,0.821,0.747,0.91,0.82,0.903
9,log_loss,random,0.8,2,4,0.0,0.862,0.81,0.904,0.854,0.945
9,log_loss,random,0.8,2,4,0.001,0.843,0.778,0.91,0.839,0.927
9,log_loss,random,0.8,2,4,0.01,0.807,0.726,0.915,0.81,0.897
9,log_loss,random,0.8,3,6,0.0,0.864,0.81,0.91,0.857,0.944
9,log_loss,random,0.8,3,6,0.001,0.853,0.797,0.901,0.846,0.932
9,log_loss,random,0.8,3,6,0.01,0.83,0.794,0.838,0.815,0.894
9,log_loss,random,0.8,4,8,0.0,0.865,0.815,0.904,0.857,0.944
9,log_loss,random,0.8,4,8,0.001,0.845,0.78,0.911,0.84,0.93
9,log_loss,random,0.8,4,8,0.01,0.829,0.776,0.869,0.82,0.894
9,log_loss,random,0.8,5,10,0.0,0.868,0.821,0.9,0.859,0.944
9,log_loss,random,0.8,5,10,0.001,0.852,0.802,0.889,0.843,0.928
9,log_loss,random,0.8,5,10,0.01,0.836,0.792,0.86,0.824,0.893
9,log_loss,random,0.7,1,2,0.0,0.869,0.828,0.893,0.86,0.942
9,log_loss,random,0.7,1,2,0.001,0.844,0.776,0.915,0.84,0.931
9,log_loss,random,0.7,1,2,0.01,0.811,0.733,0.91,0.812,0.903
9,log_loss,random,0.7,2,4,0.0,0.859,0.802,0.911,0.853,0.941
9,log_loss,random,0.7,2,4,0.001,0.854,0.803,0.891,0.845,0.929
9,log_loss,random,0.7,2,4,0.01,0.814,0.741,0.901,0.813,0.895
9,log_loss,random,0.7,3,6,0.0,0.861,0.805,0.909,0.854,0.942
9,log_loss,random,0.7,3,6,0.001,0.854,0.816,0.87,0.842,0.929
9,log_loss,random,0.7,3,6,0.01,0.796,0.717,0.9,0.798,0.885
9,log_loss,random,0.7,4,8,0.0,0.86,0.808,0.9,0.852,0.942
9,log_loss,random,0.7,4,8,0.001,0.854,0.815,0.871,0.842,0.928
9,log_loss,random,0.7,4,8,0.01,0.828,0.801,0.821,0.811,0.891
9,log_loss,random,0.7,5,10,0.0,0.864,0.809,0.911,0.857,0.944
9,log_loss,random,0.7,5,10,0.001,0.849,0.789,0.904,0.843,0.931
9,log_loss,random,0.7,5,10,0.01,0.807,0.726,0.915,0.81,0.902
9,log_loss,random,0.6,1,2,0.0,0.859,0.797,0.92,0.854,0.944
9,log_loss,random,0.6,1,2,0.001,0.849,0.801,0.882,0.84,0.927
9,log_loss,random,0.6,1,2,0.01,0.831,0.767,0.895,0.826,0.89
9,log_loss,random,0.6,2,4,0.0,0.861,0.804,0.912,0.855,0.943
9,log_loss,random,0.6,2,4,0.001,0.837,0.768,0.911,0.834,0.929
9,log_loss,random,0.6,2,4,0.01,0.829,0.776,0.869,0.82,0.885
9,log_loss,random,0.6,3,6,0.0,0.86,0.81,0.899,0.852,0.94
9,log_loss,random,0.6,3,6,0.001,0.841,0.773,0.914,0.837,0.929
9,log_loss,random,0.6,3,6,0.01,0.809,0.761,0.837,0.797,0.886
9,log_loss,random,0.6,4,8,0.0,0.85,0.786,0.913,0.845,0.939
