max_depth,criterian,splitter,max_features,class_weight_o,class_weight_1,ccp_alpha,accuracy,precision,recall,f1_score,roc_auc
13,log_loss,random,0.8,2,4,0.0,0.868,0.816,0.91,0.86,0.942
13,log_loss,random,0.8,2,4,0.001,0.857,0.812,0.886,0.847,0.931
13,log_loss,random,0.8,2,4,0.01,0.838,0.789,0.871,0.828,0.898
13,log_loss,random,0.8,3,6,0.0,0.868,0.816,0.909,0.86,0.942
13,log_loss,random,0.8,3,6,0.001,0.849,0.788,0.905,0.843,0.932
13,log_loss,random,0.8,3,6,0.01,0.798,0.719,0.904,0.801,0.885
13,log_loss,random,0.8,4,8,0.0,0.87,0.82,0.908,0.862,0.943
13,log_loss,random,0.8,4,8,0.001,0.852,0.791,0.91,0.846,0.931
13,log_loss,random,0.8,4,8,0.01,0.85,0.836,0.829,0.832,0.902
13,log_loss,random,0.8,5,10,0.0,0.87,0.821,0.908,0.862,0.943
13,log_loss,random,0.8,5,10,0.001,0.856,0.801,0.904,0.849,0.932
13,log_loss,random,0.8,5,10,0.01,0.83,0.787,0.849,0.817,0.898
13,log_loss,random,0.7,1,2,0.0,0.871,0.827,0.901,0.862,0.942
13,log_loss,random,0.7,1,2,0.001,0.857,0.808,0.894,0.849,0.932
13,log_loss,random,0.7,1,2,0.01,0.799,0.724,0.89,0.798,0.89
13,log_loss,random,0.7,2,4,0.0,0.87,0.82,0.909,0.862,0.943
13,log_loss,random,0.7,2,4,0.001,0.85,0.791,0.902,0.843,0.93
13,log_loss,random,0.7,2,4,0.01,0.798,0.719,0.904,0.801,0.882
13,log_loss,random,0.7,3,6,0.0,0.869,0.818,0.91,0.862,0.943
13,log_loss,random,0.7,3,6,0.001,0.852,0.79,0.911,0.846,0.934
13,log_loss,random,0.7,3,6,0.01,0.813,0.737,0.906,0.813,0.904
13,log_loss,random,0.7,4,8,0.0,0.87,0.821,0.908,0.862,0.943
13,log_loss,random,0.7,4,8,0.001,0.852,0.79,0.91,0.846,0.932
13,log_loss,random,0.7,4,8,0.01,0.828,0.801,0.821,0.811,0.899
13,log_loss,random,0.7,5,10,0.0,0.869,0.82,0.907,0.861,0.943
13,log_loss,random,0.7,5,10,0.001,0.848,0.783,0.914,0.844,0.928
13,log_loss,random,0.7,5,10,0.01,0.789,0.703,0.917,0.796,0.891
13,log_loss,random,0.6,1,2,0.0,0.865,0.81,0.913,0.858,0.942
13,log_loss,random,0.6,1,2,0.001,0.823,0.749,0.909,0.821,0.921
13,log_loss,random,0.6,1,2,0.01,0.828,0.801,0.821,0.811,0.895
13,log_loss,random,0.6,2,4,0.0,0.867,0.817,0.907,0.86,0.941
13,log_loss,random,0.6,2,4,0.001,0.847,0.789,0.899,0.84,0.928
13,log_loss,random,0.6,2,4,0.01,0.808,0.734,0.896,0.807,0.88
13,log_loss,random,0.6,3,6,0.0,0.869,0.819,0.906,0.861,0.942
13,log_loss,random,0.6,3,6,0.001,0.854,0.8,0.899,0.847,0.927
13,log_loss,random,0.6,3,6,0.01,0.835,0.787,0.864,0.824,0.906
13,log_loss,random,0.6,4,8,0.0,0.867,0.814,0.912,0.86,0.942
13,log_loss,random,0.6,4,8,0.001,0.848,0.796,0.889,0.84,0.929
13,log_loss,random,0.6,4,8,0.01,0.838,0.795,0.86,0.826,0.901
13,log_loss,random,0.6,5,10,0.0,0.866,0.818,0.903,0.858,0.941
13,log_loss,random,0.6,5,10,0.001,0.848,0.796,0.889,0.84,0.926
13,log_loss,random,0.6,5,10,0.01,0.809,0.754,0.85,0.799,0.888
13,log_loss,random,0.5,1,2,0.0,0.866,0.813,0.91,0.859,0.942
13,log_loss,random,0.5,1,2,0.001,0.85,0.798,0.889,0.841,0.926
13,log_loss,random,0.5,1,2,0.01,0.839,0.788,0.875,0.829,0.896
13,log_loss,random,0.5,2,4,0.0,0.869,0.821,0.905,0.861,0.942
13,log_loss,random,0.5,2,4,0.001,0.84,0.773,0.91,0.836,0.926
13,log_loss,random,0.5,2,4,0.01,0.807,0.724,0.92,0.811,0.876
13,log_loss,random,0.5,3,6,0.0,0.866,0.813,0.912,0.859,0.942
13,log_loss,random,0.5,3,6,0.001,0.852,0.797,0.898,0.845,0.928
13,log_loss,random,0.5,3,6,0.01,0.814,0.769,0.837,0.802,0.867
13,log_loss,random,0.5,4,8,0.0,0.867,0.818,0.905,0.859,0.942
13,log_loss,random,0.5,4,8,0.001,0.839,0.773,0.907,0.835,0.922
13,log_loss,random,0.5,4,8,0.01,0.824,0.776,0.855,0.813,0.901
13,log_loss,random,0.5,5,10,0.0,0.867,0.817,0.905,0.859,0.942
13,log_loss,random,0.5,5,10,0.001,0.847,0.787,0.901,0.84,0.928
13,log_loss,random,0.5,5,10,0.01,0.832,0.805,0.825,0.815,0.89
15,gini,best,sqrt,1,2,0.0,0.866,0.822,0.893,0.856,0.922
15,gini,best,sqrt,1,2,0.001,0.841,0.78,0.898,0.835,0.922
15,gini,best,sqrt,1,2,0.01,0.789,0.717,0.873,0.787,0.819
15,gini,best,sqrt,2,4,0.0,0.864,0.82,0.894,0.855,0.923
15,gini,best,sqrt,2,4,0.001,0.854,0.809,0.883,0.844,0.914
15,gini,best,sqrt,2,4,0.01,0.78,0.702,0.885,0.783,0.864
15,gini,best,sqrt,3,6,0.0,0.865,0.819,0.897,0.856,0.923
15,gini,best,sqrt,3,6,0.001,0.83,0.755,0.919,0.829,0.914
15,gini,best,sqrt,3,6,0.01,0.77,0.677,0.929,0.783,0.86
15,gini,best,sqrt,4,8,0.0,0.865,0.822,0.893,0.856,0.922
15,gini,best,sqrt,4,8,0.001,0.834,0.765,0.908,0.83,0.92
15,gini,best,sqrt,4,8,0.01,0.809,0.754,0.85,0.799,0.856
15,gini,best,sqrt,5,10,0.0,0.86,0.811,0.896,0.851,0.921
15,gini,best,sqrt,5,10,0.001,0.844,0.782,0.903,0.838,0.918
15,gini,best,sqrt,5,10,0.01,0.768,0.687,0.887,0.774,0.842
15,gini,best,log2,1,2,0.0,0.864,0.821,0.89,0.854,0.921
15,gini,best,log2,1,2,0.001,0.808,0.721,0.932,0.813,0.911
15,gini,best,log2,1,2,0.01,0.773,0.685,0.913,0.783,0.853
15,gini,best,log2,2,4,0.0,0.865,0.82,0.895,0.856,0.924
15,gini,best,log2,2,4,0.001,0.843,0.789,0.885,0.835,0.915
15,gini,best,log2,2,4,0.01,0.788,0.717,0.87,0.786,0.858
15,gini,best,log2,3,6,0.0,0.865,0.819,0.895,0.856,0.922
15,gini,best,log2,3,6,0.001,0.845,0.794,0.882,0.836,0.914
15,gini,best,log2,3,6,0.01,0.814,0.75,0.878,0.809,0.856
15,gini,best,log2,4,8,0.0,0.867,0.825,0.893,0.857,0.923
15,gini,best,log2,4,8,0.001,0.836,0.781,0.881,0.828,0.904
15,gini,best,log2,4,8,0.01,0.796,0.717,0.9,0.798,0.85
15,gini,best,log2,5,10,0.0,0.865,0.822,0.891,0.855,0.923
15,gini,best,log2,5,10,0.001,0.853,0.815,0.871,0.842,0.912
15,gini,best,log2,5,10,0.01,0.828,0.79,0.838,0.813,0.874
15,gini,best,,1,2,0.0,0.863,0.82,0.89,0.854,0.913
15,gini,best,,1,2,0.001,0.841,0.773,0.915,0.838,0.927
15,gini,best,,1,2,0.01,0.829,0.776,0.869,0.82,0.865
15,gini,best,,2,4,0.0,0.863,0.82,0.89,0.853,0.913
15,gini,best,,2,4,0.001,0.841,0.773,0.915,0.838,0.927
15,gini,best,,2,4,0.01,0.829,0.776,0.869,0.82,0.865
15,gini,best,,3,6,0.0,0.863,0.82,0.89,0.853,0.913
15,gini,best,,3,6,0.001,0.841,0.773,0.915,0.838,0.927
15,gini,best,,3,6,0.01,0.829,0.776,0.869,0.82,0.865
15,gini,best,,4,8,0.0,0.863,0.82,0.889,0.853,0.912
15,gini,best,,4,8,0.001,0.841,0.773,0.915,0.838,0.927
15,gini,best,,4,8,0.01,0.829,0.776,0.869,0.82,0.865
15,gini,best,,5,10,0.0,0.863,0.82,0.89,0.854,0.913
15,gini,best,,5,10,0.001,0.841,0.773,0.915,0.838,0.927
15,gini,best,,5,10,0.01,0.829,0.776,0.869,0.82,0.865
15,gini,best,0.8,1,2,0.0,0.864,0.822,0.89,0.855,0.915
15,gini,best,0.8,1,2,0.001,0.844,0.781,0.906,0.839,0.927
15,gini,best,0.8,1,2,0.01,0.831,0.8,0.831,0.815,0.864
15,gini,best,0.8,2,4,0.0,0.864,0.822,0.888,0.854,0.915
15,gini,best,0.8,2,4,0.001,0.852,0.794,0.906,0.846,0.927
15,gini,best,0.8,2,4,0.01,0.831,0.8,0.831,0.815,0.864
15,gini,best,0.8,3,6,0.0,0.863,0.819,0.892,0.854,0.915
15,gini,best,0.8,3,6,0.001,0.841,0.773,0.915,0.838,0.926
15,gini,best,0.8,3,6,0.01,0.829,0.776,0.869,0.82,0.865
15,gini,best,0.8,4,8,0.0,0.864,0.821,0.889,0.854,0.914
15,gini,best,0.8,4,8,0.001,0.845,0.78,0.91,0.84,0.928
15,gini,best,0.8,4,8,0.01,0.829,0.776,0.869,0.82,0.9
15,gini,best,0.8,5,10,0.0,0.864,0.822,0.889,0.855,0.915
15,gini,best,0.8,5,10,0.001,0.846,0.784,0.908,0.841,0.927
15,gini,best,0.8,5,10,0.01,0.829,0.776,0.869,0.82,0.891
15,gini,best,0.7,1,2,0.0,0.864,0.821,0.891,0.854,0.914
15,gini,best,0.7,1,2,0.001,0.841,0.772,0.917,0.838,0.927
15,gini,best,0.7,1,2,0.01,0.815,0.739,0.906,0.814,0.872
15,gini,best,0.7,2,4,0.0,0.865,0.822,0.89,0.855,0.915
15,gini,best,0.7,2,4,0.001,0.846,0.781,0.91,0.841,0.928
15,gini,best,0.7,2,4,0.01,0.829,0.776,0.869,0.82,0.865
15,gini,best,0.7,3,6,0.0,0.864,0.819,0.892,0.854,0.916
15,gini,best,0.7,3,6,0.001,0.851,0.79,0.909,0.845,0.926
15,gini,best,0.7,3,6,0.01,0.831,0.8,0.831,0.815,0.864
15,gini,best,0.7,4,8,0.0,0.865,0.823,0.89,0.855,0.916
15,gini,best,0.7,4,8,0.001,0.851,0.793,0.903,0.844,0.926
15,gini,best,0.7,4,8,0.01,0.831,0.8,0.831,0.815,0.891
15,gini,best,0.7,5,10,0.0,0.865,0.823,0.889,0.855,0.915
15,gini,best,0.7,5,10,0.001,0.844,0.778,0.912,0.84,0.925
15,gini,best,0.7,5,10,0.01,0.831,0.8,0.831,0.815,0.864
15,gini,best,0.6,1,2,0.0,0.864,0.82,0.891,0.854,0.916
15,gini,best,0.6,1,2,0.001,0.857,0.807,0.893,0.848,0.923
15,gini,best,0.6,1,2,0.01,0.831,0.8,0.831,0.815,0.892
15,gini,best,0.6,2,4,0.0,0.865,0.823,0.891,0.856,0.917
15,gini,best,0.6,2,4,0.001,0.847,0.785,0.907,0.842,0.918
15,gini,best,0.6,2,4,0.01,0.831,0.791,0.846,0.817,0.87
15,gini,best,0.6,3,6,0.0,0.865,0.824,0.89,0.855,0.919
15,gini,best,0.6,3,6,0.001,0.839,0.765,0.926,0.837,0.925
15,gini,best,0.6,3,6,0.01,0.829,0.776,0.869,0.82,0.871
15,gini,best,0.6,4,8,0.0,0.864,0.821,0.891,0.855,0.916
15,gini,best,0.6,4,8,0.001,0.849,0.789,0.907,0.844,0.926
15,gini,best,0.6,4,8,0.01,0.829,0.776,0.869,0.82,0.865
15,gini,best,0.6,5,10,0.0,0.865,0.823,0.89,0.856,0.917
15,gini,best,0.6,5,10,0.001,0.855,0.803,0.896,0.847,0.921
15,gini,best,0.6,5,10,0.01,0.829,0.776,0.869,0.82,0.865
15,gini,best,0.5,1,2,0.0,0.865,0.822,0.892,0.856,0.919
15,gini,best,0.5,1,2,0.001,0.847,0.778,0.92,0.843,0.913
15,gini,best,0.5,1,2,0.01,0.826,0.8,0.814,0.807,0.864
15,gini,best,0.5,2,4,0.0,0.865,0.821,0.892,0.855,0.918
15,gini,best,0.5,2,4,0.001,0.845,0.779,0.914,0.841,0.925
15,gini,best,0.5,2,4,0.01,0.832,0.767,0.898,0.827,0.889
15,gini,best,0.5,3,6,0.0,0.864,0.819,0.895,0.855,0.919
15,gini,best,0.5,3,6,0.001,0.841,0.772,0.915,0.838,0.924
15,gini,best,0.5,3,6,0.01,0.829,0.776,0.869,0.82,0.865
15,gini,best,0.5,4,8,0.0,0.865,0.822,0.892,0.856,0.919
15,gini,best,0.5,4,8,0.001,0.85,0.795,0.899,0.843,0.925
15,gini,best,0.5,4,8,0.01,0.829,0.776,0.869,0.82,0.865
15,gini,best,0.5,5,10,0.0,0.864,0.821,0.891,0.855,0.917
15,gini,best,0.5,5,10,0.001,0.845,0.777,0.916,0.841,0.923
15,gini,best,0.5,5,10,0.01,0.776,0.687,0.916,0.785,0.866
15,gini,random,sqrt,1,2,0.0,0.859,0.805,0.904,0.852,0.934
15,gini,random,sqrt,1,2,0.001,0.842,0.785,0.892,0.835,0.911
15,gini,random,sqrt,1,2,0.01,0.796,0.737,0.848,0.788,0.827
15,gini,random,sqrt,2,4,0.0,0.864,0.82,0.893,0.855,0.934
15,gini,random,sqrt,2,4,0.001,0.833,0.776,0.881,0.825,0.909
15,gini,random,sqrt,2,4,0.01,0.775,0.737,0.772,0.754,0.805
15,gini,random,sqrt,3,6,0.0,0.858,0.807,0.899,0.85,0.931
15,gini,random,sqrt,3,6,0.001,0.816,0.747,0.893,0.813,0.902
15,gini,random,sqrt,3,6,0.01,0.703,0.611,0.927,0.737,0.815
15,gini,random,sqrt,4,8,0.0,0.863,0.815,0.898,0.854,0.935
15,gini,random,sqrt,4,8,0.001,0.83,0.76,0.907,0.827,0.912
15,gini,random,sqrt,4,8,0.01,0.794,0.729,0.858,0.788,0.825
15,gini,random,sqrt,5,10,0.0,0.865,0.817,0.9,0.857,0.935
15,gini,random,sqrt,5,10,0.001,0.845,0.798,0.875,0.835,0.908
15,gini,random,sqrt,5,10,0.01,0.814,0.779,0.817,0.798,0.83
15,gini,random,log2,1,2,0.0,0.851,0.795,0.901,0.845,0.932
15,gini,random,log2,1,2,0.001,0.806,0.729,0.901,0.806,0.901
15,gini,random,log2,1,2,0.01,0.808,0.765,0.823,0.793,0.82
15,gini,random,log2,2,4,0.0,0.857,0.807,0.895,0.848,0.931
15,gini,random,log2,2,4,0.001,0.819,0.751,0.894,0.816,0.912
15,gini,random,log2,2,4,0.01,0.781,0.724,0.827,0.772,0.874
15,gini,random,log2,3,6,0.0,0.86,0.812,0.894,0.851,0.933
15,gini,random,log2,3,6,0.001,0.818,0.753,0.886,0.814,0.888
15,gini,random,log2,3,6,0.01,0.797,0.761,0.796,0.778,0.847
15,gini,random,log2,4,8,0.0,0.857,0.804,0.9,0.85,0.932
15,gini,random,log2,4,8,0.001,0.828,0.77,0.879,0.821,0.891
15,gini,random,log2,4,8,0.01,0.737,0.647,0.905,0.755,0.845
15,gini,random,log2,5,10,0.0,0.857,0.808,0.893,0.848,0.932
15,gini,random,log2,5,10,0.001,0.821,0.755,0.89,0.817,0.891
15,gini,random,log2,5,10,0.01,0.815,0.773,0.833,0.802,0.88
15,gini,random,,1,2,0.0,0.868,0.825,0.897,0.859,0.928
15,gini,random,,1,2,0.001,0.853,0.802,0.891,0.844,0.922
15,gini,random,,1,2,0.01,0.808,0.758,0.838,0.796,0.864
15,gini,random,,2,4,0.0,0.868,0.822,0.9,0.859,0.929
15,gini,random,,2,4,0.001,0.854,0.805,0.891,0.846,0.922
15,gini,random,,2,4,0.01,0.808,0.758,0.838,0.796,0.864
15,gini,random,,3,6,0.0,0.867,0.819,0.902,0.859,0.929
15,gini,random,,3,6,0.001,0.847,0.78,0.916,0.843,0.924
15,gini,random,,3,6,0.01,0.829,0.776,0.869,0.82,0.871
15,gini,random,,4,8,0.0,0.867,0.821,0.9,0.859,0.928
15,gini,random,,4,8,0.001,0.846,0.785,0.904,0.841,0.922
15,gini,random,,4,8,0.01,0.809,0.754,0.85,0.799,0.864
15,gini,random,,5,10,0.0,0.869,0.825,0.898,0.86,0.929
15,gini,random,,5,10,0.001,0.857,0.819,0.874,0.846,0.923
15,gini,random,,5,10,0.01,0.831,0.8,0.831,0.815,0.864
15,gini,random,0.8,1,2,0.0,0.867,0.819,0.902,0.859,0.931
15,gini,random,0.8,1,2,0.001,0.852,0.801,0.89,0.843,0.92
15,gini,random,0.8,1,2,0.01,0.821,0.808,0.789,0.798,0.845
15,gini,random,0.8,2,4,0.0,0.868,0.821,0.901,0.859,0.931
15,gini,random,0.8,2,4,0.001,0.844,0.779,0.91,0.839,0.914
15,gini,random,0.8,2,4,0.01,0.813,0.753,0.868,0.806,0.853
15,gini,random,0.8,3,6,0.0,0.868,0.823,0.899,0.859,0.932
15,gini,random,0.8,3,6,0.001,0.843,0.785,0.893,0.836,0.918
15,gini,random,0.8,3,6,0.01,0.828,0.801,0.821,0.811,0.864
15,gini,random,0.8,4,8,0.0,0.869,0.824,0.899,0.86,0.932
15,gini,random,0.8,4,8,0.001,0.86,0.82,0.88,0.849,0.916
15,gini,random,0.8,4,8,0.01,0.828,0.781,0.858,0.818,0.865
15,gini,random,0.8,5,10,0.0,0.867,0.82,0.901,0.859,0.93
15,gini,random,0.8,5,10,0.001,0.835,0.765,0.911,0.832,0.916
15,gini,random,0.8,5,10,0.01,0.809,0.761,0.837,0.797,0.854
15,gini,random,0.7,1,2,0.0,0.868,0.821,0.902,0.86,0.931
15,gini,random,0.7,1,2,0.001,0.852,0.803,0.889,0.844,0.911
15,gini,random,0.7,1,2,0.01,0.83,0.806,0.816,0.811,0.859
15,gini,random,0.7,2,4,0.0,0.868,0.823,0.9,0.86,0.931
15,gini,random,0.7,2,4,0.001,0.852,0.798,0.897,0.844,0.915
15,gini,random,0.7,2,4,0.01,0.809,0.728,0.917,0.812,0.877
15,gini,random,0.7,3,6,0.0,0.867,0.82,0.901,0.858,0.931
15,gini,random,0.7,3,6,0.001,0.855,0.81,0.884,0.846,0.913
15,gini,random,0.7,3,6,0.01,0.819,0.756,0.88,0.813,0.854
15,gini,random,0.7,4,8,0.0,0.868,0.82,0.902,0.859,0.931
15,gini,random,0.7,4,8,0.001,0.837,0.775,0.898,0.832,0.914
15,gini,random,0.7,4,8,0.01,0.813,0.737,0.906,0.813,0.852
15,gini,random,0.7,5,10,0.0,0.867,0.819,0.904,0.859,0.932
15,gini,random,0.7,5,10,0.001,0.843,0.783,0.899,0.837,0.912
15,gini,random,0.7,5,10,0.01,0.829,0.793,0.837,0.814,0.864
15,gini,random,0.6,1,2,0.0,0.869,0.824,0.9,0.86,0.933
15,gini,random,0.6,1,2,0.001,0.829,0.758,0.906,0.826,0.916
15,gini,random,0.6,1,2,0.01,0.812,0.76,0.849,0.802,0.863
15,gini,random,0.6,2,4,0.0,0.867,0.819,0.902,0.859,0.934
15,gini,random,0.6,2,4,0.001,0.828,0.754,0.913,0.826,0.912
15,gini,random,0.6,2,4,0.01,0.786,0.692,0.942,0.798,0.865
15,gini,random,0.6,3,6,0.0,0.867,0.818,0.905,0.859,0.933
15,gini,random,0.6,3,6,0.001,0.843,0.776,0.914,0.839,0.915
15,gini,random,0.6,3,6,0.01,0.809,0.761,0.837,0.797,0.863
15,gini,random,0.6,4,8,0.0,0.867,0.819,0.904,0.859,0.934
15,gini,random,0.6,4,8,0.001,0.85,0.791,0.903,0.843,0.919
15,gini,random,0.6,4,8,0.01,0.796,0.717,0.9,0.798,0.867
15,gini,random,0.6,5,10,0.0,0.869,0.826,0.898,0.86,0.933
15,gini,random,0.6,5,10,0.001,0.853,0.815,0.87,0.841,0.919
15,gini,random,0.6,5,10,0.01,0.829,0.776,0.869,0.82,0.85
15,gini,random,0.5,1,2,0.0,0.868,0.822,0.9,0.859,0.933
15,gini,random,0.5,1,2,0.001,0.83,0.755,0.918,0.829,0.911
15,gini,random,0.5,1,2,0.01,0.809,0.761,0.837,0.797,0.863
15,gini,random,0.5,2,4,0.0,0.868,0.824,0.898,0.859,0.933
15,gini,random,0.5,2,4,0.001,0.843,0.781,0.901,0.837,0.918
15,gini,random,0.5,2,4,0.01,0.77,0.675,0.939,0.785,0.863
15,gini,random,0.5,3,6,0.0,0.865,0.816,0.904,0.858,0.933
15,gini,random,0.5,3,6,0.001,0.836,0.768,0.909,0.833,0.912
15,gini,random,0.5,3,6,0.01,0.803,0.733,0.882,0.801,0.848
15,gini,random,0.5,4,8,0.0,0.867,0.824,0.895,0.858,0.933
15,gini,random,0.5,4,8,0.001,0.843,0.799,0.869,0.833,0.909
15,gini,random,0.5,4,8,0.01,0.821,0.808,0.789,0.798,0.845
15,gini,random,0.5,5,10,0.0,0.864,0.814,0.901,0.856,0.933
15,gini,random,0.5,5,10,0.001,0.848,0.792,0.896,0.841,0.92
15,gini,random,0.5,5,10,0.01,0.797,0.734,0.855,0.79,0.89
15,entropy,best,sqrt,1,2,0.0,0.862,0.817,0.892,0.853,0.924
15,entropy,best,sqrt,1,2,0.001,0.846,0.783,0.909,0.841,0.929
15,entropy,best,sqrt,1,2,0.01,0.805,0.734,0.887,0.803,0.884
15,entropy,best,sqrt,2,4,0.0,0.866,0.823,0.892,0.856,0.924
15,entropy,best,sqrt,2,4,0.001,0.842,0.791,0.879,0.833,0.924
15,entropy,best,sqrt,2,4,0.01,0.784,0.729,0.827,0.775,0.859
15,entropy,best,sqrt,3,6,0.0,0.862,0.815,0.896,0.854,0.923
15,entropy,best,sqrt,3,6,0.001,0.853,0.8,0.896,0.845,0.929
15,entropy,best,sqrt,3,6,0.01,0.822,0.773,0.853,0.811,0.892
15,entropy,best,sqrt,4,8,0.0,0.866,0.821,0.896,0.857,0.924
15,entropy,best,sqrt,4,8,0.001,0.821,0.754,0.892,0.817,0.919
15,entropy,best,sqrt,4,8,0.01,0.797,0.719,0.897,0.798,0.885
15,entropy,best,sqrt,5,10,0.0,0.863,0.817,0.894,0.854,0.924
15,entropy,best,sqrt,5,10,0.001,0.853,0.808,0.879,0.842,0.925
15,entropy,best,sqrt,5,10,0.01,0.773,0.68,0.932,0.786,0.889
15,entropy,best,log2,1,2,0.0,0.865,0.82,0.895,0.856,0.925
15,entropy,best,log2,1,2,0.001,0.847,0.798,0.883,0.838,0.924
15,entropy,best,log2,1,2,0.01,0.755,0.661,0.931,0.773,0.884
15,entropy,best,log2,2,4,0.0,0.866,0.82,0.897,0.857,0.924
15,entropy,best,log2,2,4,0.001,0.848,0.799,0.882,0.839,0.921
15,entropy,best,log2,2,4,0.01,0.826,0.773,0.866,0.817,0.901
15,entropy,best,log2,3,6,0.0,0.865,0.82,0.896,0.856,0.926
15,entropy,best,log2,3,6,0.001,0.84,0.776,0.904,0.835,0.924
15,entropy,best,log2,3,6,0.01,0.811,0.752,0.865,0.804,0.89
15,entropy,best,log2,4,8,0.0,0.866,0.821,0.897,0.857,0.927
15,entropy,best,log2,4,8,0.001,0.851,0.79,0.908,0.845,0.93
15,entropy,best,log2,4,8,0.01,0.805,0.734,0.887,0.803,0.868
15,entropy,best,log2,5,10,0.0,0.864,0.817,0.898,0.856,0.925
15,entropy,best,log2,5,10,0.001,0.834,0.774,0.891,0.828,0.921
15,entropy,best,log2,5,10,0.01,0.742,0.642,0.96,0.769,0.878
15,entropy,best,,1,2,0.0,0.864,0.82,0.893,0.855,0.919
15,entropy,best,,1,2,0.001,0.852,0.789,0.915,0.847,0.937
15,entropy,best,,1,2,0.01,0.837,0.78,0.886,0.83,0.902
15,entropy,best,,2,4,0.0,0.864,0.82,0.893,0.855,0.919
15,entropy,best,,2,4,0.001,0.852,0.789,0.915,0.847,0.937
15,entropy,best,,2,4,0.01,0.837,0.78,0.886,0.83,0.902
15,entropy,best,,3,6,0.0,0.864,0.82,0.893,0.855,0.919
15,entropy,best,,3,6,0.001,0.852,0.789,0.915,0.847,0.937
15,entropy,best,,3,6,0.01,0.837,0.78,0.886,0.83,0.902
15,entropy,best,,4,8,0.0,0.865,0.82,0.893,0.855,0.919
15,entropy,best,,4,8,0.001,0.852,0.789,0.915,0.847,0.937
15,entropy,best,,4,8,0.01,0.837,0.78,0.886,0.83,0.902
15,entropy,best,,5,10,0.0,0.864,0.82,0.894,0.855,0.919
15,entropy,best,,5,10,0.001,0.852,0.789,0.915,0.847,0.937
15,entropy,best,,5,10,0.01,0.837,0.78,0.886,0.83,0.902
15,entropy,best,0.8,1,2,0.0,0.866,0.823,0.892,0.856,0.919
15,entropy,best,0.8,1,2,0.001,0.849,0.782,0.919,0.845,0.937
15,entropy,best,0.8,1,2,0.01,0.837,0.78,0.886,0.83,0.902
15,entropy,best,0.8,2,4,0.0,0.866,0.823,0.892,0.856,0.92
15,entropy,best,0.8,2,4,0.001,0.848,0.779,0.923,0.845,0.937
15,entropy,best,0.8,2,4,0.01,0.854,0.824,0.858,0.841,0.909
15,entropy,best,0.8,3,6,0.0,0.864,0.82,0.893,0.855,0.92
15,entropy,best,0.8,3,6,0.001,0.848,0.779,0.923,0.845,0.936
15,entropy,best,0.8,3,6,0.01,0.837,0.78,0.886,0.83,0.902
15,entropy,best,0.8,4,8,0.0,0.865,0.822,0.892,0.856,0.919
15,entropy,best,0.8,4,8,0.001,0.855,0.8,0.903,0.848,0.937
15,entropy,best,0.8,4,8,0.01,0.837,0.78,0.886,0.83,0.91
15,entropy,best,0.8,5,10,0.0,0.866,0.825,0.89,0.856,0.919
15,entropy,best,0.8,5,10,0.001,0.858,0.805,0.902,0.851,0.937
15,entropy,best,0.8,5,10,0.01,0.832,0.767,0.898,0.827,0.902
15,entropy,best,0.7,1,2,0.0,0.866,0.824,0.892,0.856,0.92
15,entropy,best,0.7,1,2,0.001,0.848,0.782,0.917,0.844,0.936
15,entropy,best,0.7,1,2,0.01,0.829,0.776,0.869,0.82,0.905
15,entropy,best,0.7,2,4,0.0,0.866,0.822,0.894,0.856,0.921
15,entropy,best,0.7,2,4,0.001,0.857,0.806,0.897,0.849,0.937
15,entropy,best,0.7,2,4,0.01,0.837,0.78,0.886,0.83,0.905
15,entropy,best,0.7,3,6,0.0,0.866,0.822,0.894,0.857,0.921
15,entropy,best,0.7,3,6,0.001,0.85,0.786,0.914,0.845,0.935
15,entropy,best,0.7,3,6,0.01,0.854,0.824,0.858,0.841,0.907
15,entropy,best,0.7,4,8,0.0,0.865,0.822,0.893,0.856,0.92
15,entropy,best,0.7,4,8,0.001,0.852,0.789,0.914,0.847,0.936
15,entropy,best,0.7,4,8,0.01,0.837,0.78,0.886,0.83,0.903
15,entropy,best,0.7,5,10,0.0,0.866,0.824,0.891,0.856,0.919
15,entropy,best,0.7,5,10,0.001,0.849,0.783,0.917,0.844,0.936
15,entropy,best,0.7,5,10,0.01,0.834,0.777,0.885,0.827,0.901
15,entropy,best,0.6,1,2,0.0,0.866,0.822,0.895,0.857,0.92
15,entropy,best,0.6,1,2,0.001,0.846,0.777,0.921,0.843,0.936
15,entropy,best,0.6,1,2,0.01,0.795,0.715,0.9,0.797,0.901
15,entropy,best,0.6,2,4,0.0,0.865,0.821,0.894,0.856,0.92
15,entropy,best,0.6,2,4,0.001,0.852,0.788,0.917,0.848,0.935
15,entropy,best,0.6,2,4,0.01,0.829,0.782,0.856,0.817,0.896
15,entropy,best,0.6,3,6,0.0,0.866,0.822,0.895,0.857,0.922
15,entropy,best,0.6,3,6,0.001,0.845,0.775,0.923,0.842,0.935
15,entropy,best,0.6,3,6,0.01,0.837,0.78,0.886,0.83,0.902
15,entropy,best,0.6,4,8,0.0,0.867,0.824,0.894,0.857,0.921
15,entropy,best,0.6,4,8,0.001,0.858,0.802,0.906,0.851,0.935
15,entropy,best,0.6,4,8,0.01,0.849,0.808,0.87,0.838,0.91
15,entropy,best,0.6,5,10,0.0,0.867,0.825,0.893,0.857,0.922
